ID,Measure,Subject,,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
COMMATSREL,Comparison mathematics school lessons and additional instruction teacher-student relation,Student Index,,teacher-student relation,מדדי תלמידים,,השוואה בין יחס מורה תלמיד בין שעורים רגילים במתמטיקה ללימודים מוגברים,2015
USESCH,Use of ICT at school in general (WLE),Student Index,,Use of ICT at school in general (WLE),,,,2015
INTICT,Students’ ICT Interest (WLE),Student Index,,Students’ ICT Interest (WLE),,,,2015
COMPICT,Students’ Perceived ICT Competence (WLE),Student Index,,Students’ Perceived ICT Competence (WLE),,,,2015
AUTICT,Students’ Perceived Autonomy related to ICT Use (WLE),Student Index,,Students’ Perceived Autonomy related to ICT Use (WLE),,,,2015
SOIAICT,Students’ ICT as a topic in Social Interaction (WLE),Student Index,,Students’ ICT as a topic in Social Interaction (WLE),,,,2015
ICTHOME,ICT available at Home Index (Sum),Student Index,,ICT available at Home Index (Sum),,,,2015
ICTSCH,ICT available at School Index (Sum),Student Index,,ICT available at School Index (Sum),,,,2015
PRESUPP,Child’s past science activities (WLE),Student Index,,Child’s past science activities (WLE),,מדעים,השתתפות קודמת בתחום המדע,2015
CURSUPP,Parental current support for learning at home (WLE),Student Index,,Parental current support for learning at home (WLE),,הורים,תמיכה של הורים בלימוד בבית,2015
EMOSUPP,Parental emotional support (WLE),Student Index,,Parental emotional support (WLE),,הורים,תמיכה רגשית של הורים,2015
PQSCHOOL,Parents perceived school quality (WLE),Student Index,,Parents perceived school quality (WLE),,הורים,איכות בית הספר על ידי ההורים,2015
PASCHPOL,School policies for parental involvement (WLE),Student Index,,School policies for parental involvement (WLE),,הורים,מדיניות בית הספר למעורבות של הורים,2015
PQGENSCI,Parents’ view on science (WLE),Student Index,,Parents’ view on science (WLE),,הורים,הדעה של ההורים על מדע,2015
PQENPERC,Parents concerns regarding environmental topics (WLE),Student Index,,Parents concerns regarding environmental topics (WLE),,הורים,המעורבות של הורים באיכות הסביבה,2015
PQENVOPT,Parents’ view on future environmental topics (WLE),Student Index,,Parents’ view on future environmental topics (WLE),,הורים,הדעות של הורים בנושאים סביבתיים,2015
unfairteacher,Teacher Fairness (Sum),Student Index,,Teacher Fairness (Sum),,מורים,הוגנות המורים,2015
PARED,Index highest parental education in years of schooling,Student Index,,Index highest parental education in years of schooling,מדדי תלמידים,משפחה ובית,שנות השכלה של הורים,2015
COBN_F,Country of Birth National Categories- Father,Student Index,,Country of Birth National Categories- Father,מדדי תלמידים,משפחה ובית,"מדינת לידת האב
",2015
COBN_M,Country of Birth National Categories- Mother,Student Index,,Country of Birth National Categories- Mother,מדדי תלמידים,משפחה ובית,מדינת לידת האם,2015
COBN_S,Country of Birth National Categories- Self,Student Index,,Country of Birth National Categories- Self,מדדי תלמידים,משפחה ובית,מדינת לידת התלמיד,2015
LANGN,Language at home (3-digit code),Student Index,,Language at home (3-digit code),מדדי תלמידים,משפחה ובית,שפה מדוברת בבית,2015
OCOD1,ISCO-08 Occupation code - Mother,Student Index,,ISCO-08 Occupation code - Mother,מדדי תלמידים,משפחה ובית,עיסוק האם,2015
OCOD2,ISCO-08 Occupation code - Father,Student Index,,ISCO-08 Occupation code - Father,מדדי תלמידים,משפחה ובית,עיסוק האב,2015
OCOD3,ISCO-08 Occupation code - Self,Student Index,,ISCO-08 Occupation code - Self,מדדי תלמידים,משפחה ובית,עיסוק הילד בבית,2015
CULTPOSS,Cultural possessions at home (WLE),Student Index,,Cultural possessions at home (WLE),מדדי תלמידים,משפחה ובית,נכסים תרבותיים בבית,2015
HEDRES,Home educational resources (WLE),Student Index,,Home educational resources (WLE),מדדי תלמידים,משפחה ובית,משאבים ללימוד בבית,2015
HOMEPOS,Home possessions (WLE),Student Index,,Home possessions (WLE),מדדי תלמידים,משפחה ובית,נכסים בבית,2015
ICTRES,ICT Resources (WLE),Student Index,,ICT Resources (WLE),,,,2015
WEALTH,Family wealth (WLE),Student Index,,Family wealth (WLE),מדדי תלמידים,משפחה ובית,עושר,2015
ESCS,"Index of economic, social and cultural status (WLE)",Student Index,,"Index of economic, social and cultural status (WLE)",,,,2015
LANGTEST,Language of Questionnaire\Assessment,Student Index,,Language of Questionnaire\Assessment,,,,2015
SC001Q01TA,Which of the following definitions best describes the community in which your school is located?,School,,,מאפייני בית הספר,גודל,יישוב,2015
SC002Q01TA,"As at <February 1, 2014>, what was the total school enrolment (number of students)? Number of boys:",School,,Boys,מאפייני בית הספר,גודל,מספר בנים,2015
SC002Q02TA,"As at <February 1, 2014>, what was the total school enrolment (number of students)? Number of girls:",School,,Girls,מאפייני בית הספר,גודל,מספר בנות,2015
SC003Q01TA,What is the average size of <test language> classes in <national modal grade for 15-year-olds> in your school?,School,,,מאפייני בית הספר,גודל,גודל כיתה,2015
SC004Q01TA,Student-comp ratio in <national modal grade for 15-year-olds>. Total num.\stud. <national modal grade for 15-year-old,School,,Total num.\stud.,מאפייני בית הספר,מחשבים,יחס תלמיד-מחשב,2015
SC004Q02TA,Student-comp ratio in <national modal grade for 15-year-olds>. How many comps are avail for students for ed,School,,How many comps are avail for students for ed,מאפייני בית הספר,מחשבים,מספר מחשבים לתלמידים,2015
SC004Q03TA,Student-comp ratio in <national modal grade for 15-year-olds>. How many comps are connected to Internet\World,School,,How many comps are connected to Internet\World,מאפייני בית הספר,מחשבים,מספר מחשבים מחוברים לאינטרנט,2015
SC004Q04NA,"Student-comp ratio in <national modal grade for 15-year-olds>. How many comps are portable (e.g. laptop, tablet)?",School,,How many comps are portable,מאפייני בית הספר,מחשבים,מספר מחשבים ניידים,2015
SC004Q05NA,Total No. of interactive whiteboards in the school altogether,School,,,מאפייני בית הספר,מחשבים,מספר לוחות דיגיטלים,2015
SC004Q06NA,Total No. of data projectors in the school altogether,School,,,מאפייני בית הספר,מחשבים,מספר מקרנים,2015
SC004Q07NA,Total No. of computers with internet connection available for teachers in the school.,School,,Total num.\teacher,מאפייני בית הספר,מחשבים,מספר מחשבים למורים,2015
SC053Q01TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? Band, orchestra\choir",School,,"Band, orchestra\choir",מאפייני בית הספר,פעילויות,להקה,2015
SC053Q02TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? School play\musical",School,,School play\musical,מאפייני בית הספר,פעילויות,הצגה ,2015
SC053Q03TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? School yrbk, newspaper",School,,"School yrbk, newspaper",מאפייני בית הספר,פעילויות,עיתון,2015
SC053Q04TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>?  Volunteering or servic",School,,Volunteering or servic,מאפייני בית הספר,פעילויות,התנדבות,2015
SC053Q05NA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? Science club",School,,Science club,מאפייני בית הספר,פעילויות,חוג מדעים,2015
SC053Q06NA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>?  Science competitions",School,,Science competitions,מאפייני בית הספר,פעילויות,תחרות מדע,2015
SC053Q07TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? Chess club",School,,Chess club,מאפייני בית הספר,פעילויות,חוג שחמט,2015
SC053Q08TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? Inform\Commun. Tech.",School,,Inform\Commun. Tech.,מאפייני בית הספר,פעילויות,חוג מחשבים,2015
SC053Q09TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? Art club\activities.",School,,Art club\activities.,מאפייני בית הספר,פעילויות,חוג אמנות,2015
SC053Q10TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? Sport team\activities",School,,Sport team\activities,מאפייני בית הספר,פעילויות,נבחרת ספורט,2015
SC053D11TA,"<This academic year>,follow. activities\school offers<national modal grade for 15-year-olds>? <country specific item>",School,,country specific item,מאפייני בית הספר,פעילויות,אחר,2015
SC059Q01NA,"Compared to other departments, our school's <school science department> is well equipped.",School,,,מאפייני בית הספר,מגמת מדעים,המגמה מצוידת בהשוואה למגמות אחרות,2015
SC059Q02NA,"If we ever have some extra funding, a big share goes into improvement of our <school science> teaching.",,,,מאפייני בית הספר,מגמת מדעים,מקבלת תקציב עודף,2015
SC059Q03NA,<School science> teachers are among our best educated staff members.,,,,מאפייני בית הספר,מגמת מדעים,מורים משכילים,2015
SC059Q04NA,"Compared to similar schools, we have a well equipped laboratory.",,,,מאפייני בית הספר,מגמת מדעים,המגמה מצוידת בהשוואה לבתי ספר אחרים,2015
SC059Q05NA,The material for hands-on activities in <school science> is in good shape.,,,,מאפייני בית הספר,מגמת מדעים,העזרים במצב טוב,2015
SC059Q06NA,We have enough laboratory material that all courses can regularly use it.,,,,מאפייני בית הספר,מגמת מדעים,כמות מספקת של ציוד,2015
SC059Q07NA,We have extra laboratory staff that helps support <school science> teaching.,,,,מאפייני בית הספר,מגמת מדעים,צוות מעבדה,2015
SC059Q08NA,Our school spends extra money on up-to-date <school science> equipment.,,,,מאפייני בית הספר,מגמת מדעים,תקציב מיוחד,2015
SC052Q01NA,Does your school provide study help? Room(s) where the students can do their homework,,,,מאפייני בית הספר,תמיכה בלימודים,חדרים לשיעורי בית,2015
SC052Q02NA,Does your school provide the following study help? Staff help with homework,,,,מאפייני בית הספר,תמיכה בלימודים,עזרה של הצוות בהכנת שיעורי בית,2015
SC009Q01TA,Frequency of <the last academic year>. I use student performance results to develop the school's educational goal,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,משתמש בהישגים של התלמידים להגדרת היעדים החינוכיים,2015
SC009Q02TA,Frequency of <the last academic year>. I make sure that the professional development activities of teachers are in,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,מוודא שהפיתוח המקצועי מתאים ליעדים,2015
SC009Q03TA,Frequency of <the last academic year>. I ensure that teachers work according to the school's educational goals.,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,מוודא שהמורים עובדים לפי היעדים,2015
SC009Q04TA,Frequency of <the last academic year>. I promote teaching practices based on recent educational research.,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,מקדם דרכי הוראה עדכניות,2015
SC009Q05TA,Frequency of <the last academic year>. I praise teachers whose students are actively participating in learning.,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,משבח מורים שתלמידיהם משתתפים באופן פעיל בלמידה,2015
SC009Q06TA,"Frequency of <the last academic year>. When a teacher has problems in his\her classroom, I take the initiative to",Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,"כשלמורה יש בעיות בכיתתו, יוזם דיון בעניין",2015
SC009Q07TA,Frequency of <the last academic year>. I draw teachers' attention to the importance of pupils development of cri,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,מסב את תשומת לבם של המורים לחשיבות פיתוח חשיבה ביקורתית,2015
SC009Q08TA,Frequency of <the last academic year>. I pay attention to disruptive behaviour in classrooms.,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,מתייחס להתנהגות מפריעה בכיתות,2015
SC009Q09TA,Frequency of <the last academic year>. I provide staff with opportunities to participate in school decision-making,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,נותן לצוות ההוראה הזדמנויות להשתתף בקבלת ההחלטות,2015
SC009Q10TA,Frequency of <the last academic year>. I engage teachers to help build a school culture of continuous improvement.,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,מערב מורים בבניית תרבות בית ספרי,2015
SC009Q11TA,Frequency of <the last academic year>. I ask teachers to participate in reviewing management practices.,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,מבקש מהמורים להשתתף בהערכה של דרכי הניהול,2015
SC009Q12TA,"Frequency of <the last academic year>. When a teacher brings up a classroom problem, we solve the problem together",Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,כשלמורה יש בעיה בכיתתו אנו פותרים אותה יחד,2015
SC009Q13TA,Frequency of <the last academic year>. I discuss the school's academic goals with teachers at faculty meetings.,Principal Attitudes,,,ניהול בית הספר,תכיפות פעילויות והתנהגויות,דן עם המורים ביעדי הלימוד בישיבות צוות,2015
SC010Q01TA,Selecting teachers for hire: Principal,Responsibility,,Principal,ניהול בית הספר,קבלת מורים,המנהלים,2015
SC010Q01TB,Selecting teachers for hire: Teachers,Responsibility,,Teachers,ניהול בית הספר,קבלת מורים,המורים,2015
SC010Q01TC,Selecting teachers for hire: <School governing board>,Responsibility,,School govering board,ניהול בית הספר,קבלת מורים,הנהגת הורים,2015
SC010Q01TD,Selecting teachers for hire: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,קבלת מורים,רשת חינוך מקומית,2015
SC010Q01TE,Selecting teachers for hire: National education authority,Responsibility,,National education authority,ניהול בית הספר,קבלת מורים,משרד החינוך,2015
SC010Q02TA,Firing teachers: Principal,Responsibility,,Principal,ניהול בית הספר,פיטורי מורים,המנהלים,2015
SC010Q02TB,Firing teachers: Teachers,Responsibility,,Teachers,ניהול בית הספר,פיטורי מורים,המורים,2015
SC010Q02TC,Firing teachers: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,פיטורי מורים,הנהגת הורים,2015
SC010Q02TD,Firing teachers: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,פיטורי מורים,רשת חינוך מקומית,2015
SC010Q02TE,Firing teachers: National education authority,Responsibility,,National education authority,ניהול בית הספר,פיטורי מורים,משרד החינוך,2015
SC010Q03TA,Establishing teachers' starting salaries: Principal,Responsibility,,Principal,ניהול בית הספר,שכר התחלתי למורים,המנהלים,2015
SC010Q03TB,Establishing teachers' starting salaries: Teachers,Responsibility,,Teachers,ניהול בית הספר,שכר התחלתי למורים,המורים,2015
SC010Q03TC,Establishing teachers' starting salaries: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,שכר התחלתי למורים,הנהגת הורים,2015
SC010Q03TD,Establishing teachers' starting salaries: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,שכר התחלתי למורים,רשת חינוך מקומית,2015
SC010Q03TE,Establishing teachers' starting salaries: National education authority,Responsibility,,National education authority,ניהול בית הספר,שכר התחלתי למורים,משרד החינוך,2015
SC010Q04TA,Determining teachers' salary increases: Principal,Responsibility,,Principal,ניהול בית הספר,העלאות שכר,המנהלים,2015
SC010Q04TB,Determining teachers' salary increases: Teachers,Responsibility,,Teachers,ניהול בית הספר,העלאות שכר,המורים,2015
SC010Q04TC,Determining teachers' salary increases: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,העלאות שכר,הנהגת הורים,2015
SC010Q04TD,Determining teachers' salary increases: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,העלאות שכר,רשת חינוך מקומית,2015
SC010Q04TE,Determining teachers' salary increases: National education authority,Responsibility,,National education authority,ניהול בית הספר,העלאות שכר,משרד החינוך,2015
SC010Q05TA,Formulating the school budget: Principal,Responsibility,,Principal,ניהול בית הספר,תקציב בית הספר,המנהלים,2015
SC010Q05TB,Formulating the school budget: Teachers,Responsibility,,Teachers,ניהול בית הספר,תקציב בית הספר,המורים,2015
SC010Q05TC,Formulating the school budget: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,תקציב בית הספר,הנהגת הורים,2015
SC010Q05TD,Formulating the school budget: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,תקציב בית הספר,רשת חינוך מקומית,2015
SC010Q05TE,Formulating the school budget: National education authority,Responsibility,,National education authority,ניהול בית הספר,תקציב בית הספר,משרד החינוך,2015
SC010Q06TA,Deciding on budget allocations within the school: Principal,Responsibility,,Principal,ניהול בית הספר,חלוקת התקציב,המנהלים,2015
SC010Q06TB,Deciding on budget allocations within the school: Teachers,Responsibility,,Teachers,ניהול בית הספר,חלוקת התקציב,המורים,2015
SC010Q06TC,Deciding on budget allocations within the school: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,חלוקת התקציב,הנהגת הורים,2015
SC010Q06TD,Deciding on budget allocations within the school: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,חלוקת התקציב,רשת חינוך מקומית,2015
SC010Q06TE,Deciding on budget allocations within the school: National education authority,Responsibility,,National education authority,ניהול בית הספר,חלוקת התקציב,משרד החינוך,2015
SC010Q07TA,Establishing student disciplinary policies: Principal,Responsibility,,Principal,ניהול בית הספר,נהלי משמעת,המנהלים,2015
SC010Q07TB,Establishing student disciplinary policies: Teachers,Responsibility,,Teachers,ניהול בית הספר,נהלי משמעת,המורים,2015
SC010Q07TC,Establishing student disciplinary policies: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,נהלי משמעת,הנהגת הורים,2015
SC010Q07TD,Establishing student disciplinary policies: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,נהלי משמעת,רשת חינוך מקומית,2015
SC010Q07TE,Establishing student disciplinary policies: National education authority,Responsibility,,National education authority,ניהול בית הספר,נהלי משמעת,משרד החינוך,2015
SC010Q08TA,Establishing student assessment policies: Principal,Responsibility,,Principal,ניהול בית הספר,הערכת תלמידים,המנהלים,2015
SC010Q08TB,Establishing student assessment policies: Teachers,Responsibility,,Teachers,ניהול בית הספר,הערכת תלמידים,המורים,2015
SC010Q08TC,Establishing student assessment policies: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,הערכת תלמידים,הנהגת הורים,2015
SC010Q08TD,Establishing student assessment policies: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,הערכת תלמידים,רשת חינוך מקומית,2015
SC010Q08TE,Establishing student assessment policies: National education authority,Responsibility,,National education authority,ניהול בית הספר,הערכת תלמידים,משרד החינוך,2015
SC010Q09TA,Approving students for admission to the school: Principal,Responsibility,,Principal,ניהול בית הספר,קבלת תלמידים,המנהלים,2015
SC010Q09TB,Approving students for admission to the school: Teachers,Responsibility,,Teachers,ניהול בית הספר,קבלת תלמידים,המורים,2015
SC010Q09TC,Approving students for admission to the school: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,קבלת תלמידים,הנהגת הורים,2015
SC010Q09TD,Approving students for admission to the school: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,קבלת תלמידים,רשת חינוך מקומית,2015
SC010Q09TE,Approving students for admission to the school: National education authority,Responsibility,,National education authority,ניהול בית הספר,קבלת תלמידים,משרד החינוך,2015
SC010Q10TA,Choosing which textbooks are used: Principal,Responsibility,,Principal,ניהול בית הספר,בחירת ספרי לימוד,המנהלים,2015
SC010Q10TB,Choosing which textbooks are used: Teachers,Responsibility,,Teachers,ניהול בית הספר,בחירת ספרי לימוד,המורים,2015
SC010Q10TC,Choosing which textbooks are used: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,בחירת ספרי לימוד,הנהגת הורים,2015
SC010Q10TD,Choosing which textbooks are used: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,בחירת ספרי לימוד,רשת חינוך מקומית,2015
SC010Q10TE,Choosing which textbooks are used: National education authority,Responsibility,,National education authority,ניהול בית הספר,בחירת ספרי לימוד,משרד החינוך,2015
SC010Q11TA,Determining course content: Principal,Responsibility,,Principal,ניהול בית הספר,קביעת תכני השיעורים,המנהלים,2015
SC010Q11TB,Determining course content: Teachers,Responsibility,,Teachers,ניהול בית הספר,קביעת תכני השיעורים,המורים,2015
SC010Q11TC,Determining course content: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,קביעת תכני השיעורים,הנהגת הורים,2015
SC010Q11TD,Determining course content: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,קביעת תכני השיעורים,רשת חינוך מקומית,2015
SC010Q11TE,Determining course content: National education authority,Responsibility,,National education authority,ניהול בית הספר,קביעת תכני השיעורים,משרד החינוך,2015
SC010Q12TA,Deciding which courses are offered: Principal,Responsibility,,Principal,ניהול בית הספר,קביעת המקצועות,המנהלים,2015
SC010Q12TB,Deciding which courses are offered: Teachers,Responsibility,,Teachers,ניהול בית הספר,קביעת המקצועות,המורים,2015
SC010Q12TC,Deciding which courses are offered: <School governing board>,Responsibility,,School governing board,ניהול בית הספר,קביעת המקצועות,הנהגת הורים,2015
SC010Q12TD,Deciding which courses are offered: <Regional or local education authority>,Responsibility,,Regional or local education authority,ניהול בית הספר,קביעת המקצועות,רשת חינוך מקומית,2015
SC010Q12TE,Deciding which courses are offered: National education authority,Responsibility,,National education authority,ניהול בית הספר,קביעת המקצועות,משרד החינוך,2015
SC012Q01TA,Student admission to school: Student's record of academic performance (including placement tests),Responsibility,,Student's record of academic performance,ניהול בית הספר,קבלת תלמידים,ההישגים הלימודיים שהיו לתלמיד בעבר (כולל מבחני מיון),2015
SC012Q02TA,Student admission to school: Recommendation of feeder schools,Responsibility,,Recommendation of feeder schools,ניהול בית הספר,קבלת תלמידים,המלצות מבתי ספר קודמים,2015
SC012Q03TA,Student admission to school: Parents' endorsement of the instructional or religious philosophy of the school,Responsibility,,Parents' endorsement,ניהול בית הספר,קבלת תלמידים,תמיכת ההורים בגישה החינוכית או הדתית של בית הספר,2015
SC012Q04TA,Student admission to school: Whether the student requires or is interested in a special programme,Responsibility,,Students,ניהול בית הספר,קבלת תלמידים,האם התלמיד זקוק לתכנית מיוחדת או מעוניין במגמה מיוחד,2015
SC012Q05TA,Student admission to school: Preference given to family members of current or former students,Responsibility,,Family,ניהול בית הספר,קבלת תלמידים,העדפה הניתנת לבני משפחה של תלמידים בהווה ושל תלמידים לשעבר,2015
SC012Q06TA,Student admission to school: Residence in a particular area,Responsibility,,Residence,ניהול בית הספר,קבלת תלמידים,מגורים,2015
SC012Q07TA,Student admission to school: Other,Responsibility,,Other,ניהול בית הספר,קבלת תלמידים,גורם אחר,2015
SC013Q01TA,Is your school a public or a private school?,School,,public or private,ניהול בית הספר,"מימון
",ציבורי או פרטי,2015
SC014Q01NA,What kind of organisation runs your school?,School,,Organisation,ניהול בית הספר,"מימון
",עמותה,2015
SC016Q01TA,Percent. total funding for school year comes from? Government,School,,Government,ניהול בית הספר,"מימון
","מימון ממשלתי
",2015
SC016Q02TA,Percent. total funding for school year comes from? Student fees or school charges paid by parents,School,,Students,ניהול בית הספר,"מימון
",מימון הורים,2015
SC016Q03TA,"Percent. total funding for school year comes from? Benefactors, donations, bequests, sponsorships, parent funraising",School,,Benefactors,ניהול בית הספר,"מימון
",מימון תורמים,2015
SC016Q04TA,Percent. total funding for school year comes from? Other,School,,Other,ניהול בית הספר,"מימון
",מימון אחר,2015
SC017Q01NA,School instruction hindered by: A lack of teaching staff.,School instruction hindered,,Lack,ניהול בית הספר,פגיעה בלימודים,מחסור במורים,2015
SC017Q02NA,School instruction hindered by: Inadequate or poorly qualified teaching staff.,School instruction hindered,,Inadequate\poor quality,ניהול בית הספר,פגיעה בלימודים,מורים לא מתאימים,2015
SC017Q03NA,School instruction hindered by: A lack of assisting staff.,School instruction hindered,,Lack,ניהול בית הספר,פגיעה בלימודים,מחסור באנשי צוות מסייע,2015
SC017Q04NA,School instruction hindered by: Inadequate or poorly qualified assisting staff.,School instruction hindered,,Inadequate\poor quality,ניהול בית הספר,פגיעה בלימודים,צוות מסייע לא מתאים,2015
SC017Q05NA,"School instruction hindered by: Lack of educational material (e.g. textbooks, IT equipment, library or lab material).",School instruction hindered,,Lack,ניהול בית הספר,פגיעה בלימודים,מחסור בעזרי הוראה,2015
SC017Q06NA,"School instruction hindered by: Inadequate or poor quality educational material (e.g. textbooks, IT equipment).",School instruction hindered,,Inadequate\poor quality,ניהול בית הספר,פגיעה בלימודים,עזרי הוראה לא מתאימים,2015
SC017Q07NA,"School instruction hindered by: Lack of physical infrastructure (building, grounds, heating\cooling, lighting).",School instruction hindered,,Lack,ניהול בית הספר,פגיעה בלימודים,מחסור בתשתיות,2015
SC017Q08NA,"School instruction hindered by: Inadequate\poor quality phys infrastructure (building, grounds, heating\cooling).",School instruction hindered,,Inadequate\poor quality,ניהול בית הספר,פגיעה בלימודים,תשתיות לא מתאימות,2015
SC018Q01TA01,Teachers in TOTAL: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים,משרה מלאה,2015
SC018Q01TA02,Teachers in TOTAL: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים,משרה חלקית,2015
SC018Q02TA01,Teachers <fully certified> by <the appropriate authority>: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים,מוסמכים על ידי משרד החינוך במשרה מלאה,2015
SC018Q02TA02,Teachers <fully certified> by <the appropriate authority>: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים,מוסמכים על ידי משרד החינוך במשרה חלקית,2015
SC018Q05NA01,Teachers with an <ISCED Level 5A Bachelor degree> qualification: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים,בעלי תואר ראשון במשרה מלאה,2015
SC018Q05NA02,Teachers with an <ISCED Level 5A Bachelor degree> qualification: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים,בעלי תואר ראשון במשרה חלקית,2015
SC018Q06NA01,Teachers with an <ISCED Level 5A Master's degree> qualification: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים,בעלי תואר שני במשרה מלאה,2015
SC018Q06NA02,Teachers with an <ISCED Level 5A Master's degree> qualification: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים,בעלי תואר שני במשרה חלקית,2015
SC018Q07NA01,Teachers with an <ISCED Level 6> qualification: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים,בעלי תואר שלישי במשרה מלאה,2015
SC018Q07NA02,Teachers with an <ISCED Level 6> qualification: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים,בעלי תואר שלישי במשרה חלקית,2015
SC019Q01NA01,<School science> teachers in TOTAL: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים למדעים,במשרה מלאה,2015
SC019Q01NA02,<School science> teachers in TOTAL: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים למדעים,במשרה חלקית,2015
SC019Q02NA01,<School science> teachers <fully certified> by <the appropriate authority>: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים למדעים,מוסמכים במשרה מלאה,2015
SC019Q02NA02,<School science> teachers <fully certified> by <the appropriate authority>: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים למדעים,מוסמכים במשרה חלקית,2015
SC019Q03NA01,<School science> teachers\<ISCED Level 5A or higher> qualification <with a major> in <school science>: Full-time,The Student and Teacher Body,,Full-time,צוות ההוראה,מספר מורים למדעים,בעלי מינימום תואר ראשון במשרה מלאה,2015
SC019Q03NA02,<School science> teachers\<ISCED Level 5A or higher> qualification <with a major> in <school science>: Part-time,The Student and Teacher Body,,Part-time,צוות ההוראה,מספר מורים למדעים,בעלי מינימום תואר ראשון במשרה חלקית,2015
SC025Q01NA,Teaching staff in your school has attended a programme of professional development? All teaching staff,The Student and Teacher Body,,All staff,צוות ההוראה,פיתוח מקצועי,כל צוות ההוראה,2015
SC025Q02NA,Teaching staff in your school has attended a programme of profess dev? Science teaching staff,The Student and Teacher Body,,Science staff,צוות ההוראה,פיתוח מקצועי,צוות המדעים,2015
SC027Q01NA,Teachers in our school cooperate by exchanging ideas or material when teaching specific units or series of lessons.,The Student and Teacher Body,,Exchanging ideas,צוות ההוראה,פיתוח מקצועי,המורים משתפים פעולה,2015
SC027Q02NA,Our school invites specialists to conduct in-service training for teachers.,The Student and Teacher Body,,In-service training,צוות ההוראה,פיתוח מקצועי,בית הספר מזמין מומחים,2015
